,"('Portfolio_Index', '1')","('DR', '')"
2002-09-12,105.8447798,2.352580045763846
2002-10-12,106.1549777,2.3507038074191344
2002-11-12,106.5491747,2.3466209918184178
2002-12-12,106.47663229999999,2.357150627438919
2002-12-13,105.88361210000001,2.3574648895789374
2002-12-16,106.1800523,2.329093890717905
2002-12-17,106.3298759,2.343452801410879
2002-12-18,106.3391378,2.3441040652414014
2002-12-19,106.7333665,2.3486209233589928
2002-12-20,106.95436709999998,2.341862168880507
2002-12-23,107.02330159999998,2.3419265866453185
2002-12-24,107.28942669999999,2.342502378548765
2002-12-26,107.4918739,2.342133882346262
2002-12-27,107.5650074,2.3399204243361322
2002-12-30,107.9682146,2.350289056228046
2002-12-31,108.1933,2.3498003659174818
2003-02-01,107.19569809999999,2.349865998676546
2003-03-01,107.5273146,2.3494060012767926
2003-06-01,107.87174009999998,2.3608551695757813
2003-07-01,107.8630672,2.3599455893215513
2003-08-01,107.7115935,2.364291788699908
2003-09-01,107.15574140000001,2.3720792158675637
2003-10-01,107.40430759999998,2.37494957113734
2003-01-13,107.51071110000001,2.3725165329345117
2003-01-14,107.9095074,2.3716911736566972
2003-01-15,107.75739840000001,2.365161781923828
2003-01-16,107.62437539999999,2.366537151614339
2003-01-17,107.6621125,2.3681453370629195
2003-01-21,107.42915970000001,2.372063767637208
2003-01-22,107.427466,2.3734280891544763
2003-01-23,107.43054120000001,2.3786460868359747
2003-01-24,107.3519994,2.379157861394819
2003-01-27,106.4696533,2.381446303000583
2003-01-28,106.6851287,2.341991596359443
2003-01-29,106.42163640000001,2.3426721756378166
2003-01-30,106.566317,2.3442003357805477
2003-01-31,106.7954463,2.348022203908177
2003-03-02,107.01683600000001,2.346095832087327
2003-04-02,107.1385882,2.3463456752319902
2003-05-02,106.85276499999999,2.3474808598832992
2003-06-02,106.78315900000001,2.3483684751559064
2003-07-02,106.64678300000001,2.3511088404284224
2003-10-02,106.3700473,2.3526051404239654
2003-11-02,106.609991,2.3516153378598776
2003-12-02,106.545258,2.351013695558439
2003-02-13,106.69215179999999,2.3548337543977134
2003-02-14,106.7745312,2.354760404290717
2003-02-18,107.35672109999999,2.3582715770312235
2003-02-19,107.41051499999999,2.3499809052031972
2003-02-20,107.5794534,2.353596777827389
2003-02-21,107.4742818,2.3607693043132434
2003-02-24,107.47954820000001,2.3667550574672274
2003-02-25,107.37491969999999,2.355132668251925
2003-02-26,107.4437203,2.3596783323250077
2003-02-27,107.7917021,2.3585441380999224
2003-02-28,108.16529809999999,2.3493352891559454
2003-03-03,108.53821470000001,2.34003459904536
2003-04-03,108.31443909999999,2.3394829663078807
2003-05-03,108.4485374,2.347004636616785
2003-06-03,108.07852609999999,2.3438420582231583
2003-07-03,108.176151,2.335807798018307
2003-10-03,107.90415719999999,2.335400683858881
2003-11-03,107.6438729,2.340030704388015
2003-12-03,107.221377,2.335410292661627
2003-03-13,107.2008239,2.328059600239616
2003-03-14,107.6658679,2.35250704984368
2003-03-17,107.71553130000001,2.3467736105120203
2003-03-18,107.4449937,2.3607951593785006
2003-03-19,107.16960300000001,2.360887278560866
2003-03-20,107.41350859999999,2.357806204631676
2003-03-21,107.3388507,2.3556022989750947
2003-03-24,107.3695477,2.367151025388615
2003-03-25,107.65628419999999,2.3823683595771667
2003-03-26,107.94359650000001,2.3836090183442
2003-03-27,107.9040882,2.381320437314955
2003-03-28,108.06720790000001,2.3799810941427633
2003-03-31,108.021198,2.378304542377055
2003-01-04,108.42910159999998,2.386541953306148
2003-02-04,108.5460466,2.3777133239709625
2003-03-04,108.5661028,2.3918922663846027
2003-04-04,108.5316261,2.392345092664102
2003-07-04,108.68198729999999,2.38661536221511
2003-08-04,108.8268068,2.409288879587729
2003-09-04,108.94435490000001,2.4081429264335243
2003-10-04,108.6760845,2.434576518522307
2003-11-04,108.37718079999999,2.4297941387251187
2003-04-14,108.6306771,2.4219160985590227
2003-04-15,109.1868774,2.4167442539856
2003-04-16,109.27481709999998,2.3993067856219676
2003-04-17,109.51709790000001,2.404923492835306
2003-04-21,109.44390990000002,2.4090036039505764
2003-04-22,109.8900155,2.409706360704454
2003-04-23,110.27175430000001,2.392289623525098
2003-04-24,110.62908490000001,2.387473009551165
2003-04-25,110.2917414,2.378385315245859
2003-04-28,110.7496,2.3657283566207608
2003-04-29,110.5780311,2.3712009119751505
2003-04-30,111.3616389,2.3716499833271
2003-01-05,111.5270387,2.374462565932855
2003-02-05,111.3722457,2.3886725198363603
2003-05-05,111.82089509999999,2.405984136045743
2003-06-05,112.58851899999999,2.3916997358890115
2003-07-05,113.0903239,2.396315624749782
2003-08-05,112.8294105,2.3891755695290637
2003-09-05,113.18111189999999,2.4143699300882786
2003-12-05,113.73099679999999,2.392863202534057
2003-05-13,113.7664108,2.380979703417618
2003-05-14,114.10342040000002,2.377316679610331
2003-05-15,114.2226186,2.336311743034141
2003-05-16,114.839855,2.3368821769756343
2003-05-19,114.0030601,2.3382887551234117
2003-05-20,114.3705178,2.296932180981482
2003-05-21,114.2447861,2.286470085942119
2003-05-22,115.03127749999999,2.2951789832795666
2003-05-23,115.1626493,2.261206369298637
2003-05-27,115.1259906,2.282862892649781
2003-05-28,115.1441253,2.2831253516552885
2003-05-29,115.8084321,2.3086610214103063
2003-05-30,115.9472463,2.295658516111862
2003-02-06,115.7984584,2.294543748555482
2003-03-06,116.498698,2.2909591577255215
2003-04-06,116.9771735,2.271593250134919
2003-05-06,116.9433252,2.271673573148313
2003-06-06,117.0719951,2.286009577527519
2003-09-06,117.176754,2.2829989601169123
2003-10-06,117.8805663,2.2861972779827777
2003-11-06,118.10901329999999,2.267587574346979
2003-12-06,118.538329,2.2652324629630196
2003-06-13,118.6620527,2.260090816107722
2003-06-16,118.77412779999999,2.257839331798979
2003-06-17,118.54930060000001,2.266148103452726
2003-06-18,117.8199733,2.262715770646483
2003-06-19,117.5934163,2.240650588628859
2003-06-20,117.37521219999999,2.2151141680945696
2003-06-23,117.3257835,2.2120080053440025
2003-06-24,117.50635359999998,2.2150957780916034
2003-06-25,116.92524669999999,2.206376558933348
2003-06-26,116.1407104,2.1945198702590436
2003-06-27,115.9580928,2.1860800916749894
2003-06-30,116.17072809999999,2.1815845309714677
2003-01-07,115.8074433,2.1730500711521246
2003-02-07,116.44492340000002,2.1665308869151754
2003-03-07,115.96586200000002,2.1549025151087315
2003-07-07,115.8950879,2.146229285757724
2003-08-07,115.968946,2.1555392992341176
2003-09-07,116.14568729999999,2.15024959968251
2003-10-07,116.0060791,2.1514134945349754
2003-11-07,116.33675590000001,2.1502020116009417
2003-07-14,116.31473500000001,2.1472293443856767
2003-07-15,114.99004409999999,2.145372792819427
2003-07-16,114.84482820000001,2.098940693276501
2003-07-17,114.1423142,2.087718109564661
2003-07-18,114.340847,2.0684199097016234
2003-07-21,113.04174979999999,2.054888089851708
2003-07-22,113.3972571,2.0043884280892517
2003-07-23,113.9812183,2.0060333483183572
2003-07-24,113.75698020000002,2.006693226193052
2003-07-25,113.87585729999999,2.0109405049691578
2003-07-28,113.2274254,2.014085336371328
2003-07-29,112.34886850000001,2.001430367718182
2003-07-30,112.7403051,1.9745426545984535
2003-07-31,111.91830690000002,1.9716836030016267
2003-01-08,111.6299449,1.9573168017294191
2003-04-08,112.22419769999999,1.9027675771897887
2003-05-08,111.5002471,1.9009530424232841
2003-06-08,111.9557702,1.8776971432969976
2003-07-08,112.51622490000001,1.8790460635267452
2003-08-08,112.6258844,1.8707911175330747
2003-11-08,112.4490288,1.869247860000231
2003-12-08,112.5637514,1.8664766313285053
2003-08-13,111.6375483,1.867285881405764
2003-08-14,112.01810079999998,1.859704472407847
2003-08-15,112.13398889999999,1.855980116836468
2003-08-18,112.56514270000001,1.842296662314369
2003-08-19,113.32548059999999,1.8398685689983316
2003-08-20,113.0766571,1.8415502780040198
2003-08-21,112.76866270000001,1.8376107683701726
2003-08-22,112.8256374,1.8335869619430893
2003-08-25,112.35706189999999,1.8650380292682769
2003-08-26,112.50464040000001,1.8589308005153105
2003-08-27,112.48542920000001,1.8511789159686822
2003-08-28,113.259634,1.8498208123191338
2003-08-29,113.2029353,1.8353878825084395
2003-02-09,113.0024014,1.8349659560789189
2003-03-09,113.41621459999999,1.8431103215596787
2003-04-09,113.8737973,1.8313362834895544
2003-05-09,114.72062820000001,1.832442932744069
2003-08-09,114.6649337,1.8236936289828733
2003-09-09,114.8893067,1.8271093257317201
2003-10-09,115.2291611,1.8247553041906255
2003-11-09,114.8906029,1.8214412754400042
2003-12-09,115.45354540000001,1.821409960373469
2003-09-15,115.54956059999999,1.8171003548748725
2003-09-16,115.9308807,1.8060559459217087
2003-09-17,116.4585068,1.7884009791720141
2003-09-18,116.7093697,1.7836077359266618
2003-09-19,116.6490533,1.7837814016897335
2003-09-22,116.05999809999999,1.783691571182963
2003-09-23,116.2318889,1.7751878368460239
2003-09-24,116.33798290000001,1.7730024759444538
2003-09-25,116.34895900000001,1.7778437943234442
2003-09-26,116.7420134,1.7757526750062895
2003-09-29,116.46998640000001,1.7783318202317389
2003-09-30,117.01467859999998,1.7796635951603423
2003-01-10,117.51831409999998,1.7810302948812133
2003-02-10,117.41136350000001,1.7891846640461477
2003-03-10,116.65940829999998,1.7854049783473773
2003-06-10,116.87603179999999,1.7883087998436962
2003-07-10,116.7224287,1.77794330870554
2003-08-10,116.81658629999998,1.7795628693402123
2003-09-10,116.71987250000001,1.7806742001325366
2003-10-10,117.1324133,1.7817366595887763
2003-10-13,117.2091479,1.779747286419018
2003-10-14,116.9404554,1.780491375276306
2003-10-15,116.82319879999999,1.7704866240408008
2003-10-16,116.5868062,1.7730982000168625
2003-10-17,116.78595190000001,1.7734220560221308
2003-10-20,116.9287118,1.763381865989375
2003-10-21,117.10026090000002,1.7643840448715877
2003-10-22,117.1617574,1.7610292131477832
2003-10-23,116.5137534,1.7623250491119582
2003-10-24,117.06909569999999,1.7538282803449945
2003-10-27,117.0905129,1.7485368695867123
2003-10-28,117.78196229999999,1.7509506726715516
2003-10-29,117.3758098,1.7425404876721085
2003-10-30,117.2107989,1.7442509261488814
2003-10-31,117.2976749,1.7426751268629013
2003-03-11,117.2993007,1.7448513945811561
2003-04-11,117.5924851,1.7402974436961673
2003-05-11,117.0959071,1.736219998564082
2003-06-11,116.69097079999999,1.7278850917408475
2003-07-11,116.8114423,1.724505267203981
2003-10-11,116.56895520000002,1.7203839107857897
2003-11-11,116.6491067,1.7352509122414699
2003-12-11,117.0999797,1.7374555544143544
2003-11-13,117.93786090000002,1.733419813361539
2003-11-14,118.3297168,1.7140565858891796
2003-11-17,117.99837190000001,1.712901991783945
2003-11-18,118.3160392,1.7137502434295155
2003-11-19,117.69628610000001,1.7120632341631046
2003-11-20,118.08371409999998,1.7044645216681131
2003-11-21,118.1996506,1.7003302905449158
2003-11-24,118.06516540000001,1.7217164235525275
2003-11-25,118.41874820000001,1.727353963716255
2003-11-26,118.4542503,1.7247469542103728
2003-11-28,118.0742004,1.7230100667472243
2003-01-12,118.19599790000001,1.7214237984300134
2003-02-12,118.4668338,1.7236309923862343
2003-03-12,118.30435179999999,1.7260902615759932
2003-04-12,118.5002563,1.7218086927863983
2003-05-12,119.3139686,1.7201827703490191
2003-08-12,118.919555,1.7179008164471838
2003-09-12,118.4804554,1.7111535801495337
2003-10-12,118.5007497,1.6978115801053049
2003-11-12,119.1592662,1.6965750551745553
2003-12-12,119.5299784,1.692569875109404
2003-12-15,119.44189890000001,1.6929671671876665
2003-12-16,119.55677309999999,1.6932454964139967
2003-12-17,119.8009987,1.6924320346061414
2003-12-18,120.4736256,1.6919171731884415
2003-12-19,120.5682605,1.6884961829641087
2003-12-22,120.5451946,1.6857278428627631
2003-12-23,120.1590841,1.6779058046956548
2003-12-24,120.706461,1.6781634027365524
2003-12-26,120.86933379999999,1.674923259830073
2003-12-29,120.7930909,1.650030834871429
2003-12-30,120.8313567,1.6511934953505965
2003-12-31,121.0184635,1.6381540993465449
2004-02-01,120.54314509999999,1.6383024141424058
2004-05-01,120.9847773,1.6376351917497272
2004-06-01,121.7389543,1.6380782250798653
2004-07-01,121.79003119999999,1.619991441782259
2004-08-01,122.0188081,1.595898305838177
2004-09-01,122.8235187,1.5954856073224843
2004-12-01,122.9039143,1.5922586476930338
2004-01-13,123.20140959999999,1.5906805509421873
2004-01-14,123.5246364,1.5903801004906988
2004-01-15,123.68710870000001,1.5749996510220006
2004-01-16,123.39285500000001,1.5762905984049285
2004-01-20,123.427581,1.5630619630943294
2004-01-21,123.81688989999999,1.564063327937207
2004-01-22,124.28223359999998,1.5622198427974823
2004-01-23,123.6246155,1.554875500517102
2004-01-26,123.30919320000001,1.544605088265954
2004-01-27,123.60508970000001,1.542409635433953
2004-01-28,122.82366200000001,1.545043953400752
2004-01-29,122.4051027,1.5381913462893195
2004-01-30,122.65964620000001,1.5370310163205458
2004-02-02,122.65170049999999,1.5390414246919557
2004-03-02,122.98173290000001,1.5338380343893916
2004-04-02,122.55621740000001,1.5301326958063581
2004-05-02,122.4514013,1.528015386204716
2004-06-02,123.2096794,1.526559988533042
2004-09-02,123.5492169,1.5210260766687143
2004-10-02,123.47869240000001,1.518753754288233
2004-11-02,123.9947416,1.5161691676662608
2004-12-02,123.99955279999999,1.511217030593374
2004-02-13,124.26308490000001,1.5121719474799578
2004-02-17,124.4643095,1.5188212895795021
2004-02-18,124.35990290000001,1.5206169261962403
2004-02-19,124.4210884,1.5175925157075862
2004-02-20,123.8998044,1.5198003320484657
2004-02-23,124.0902797,1.5269247931164593
2004-02-24,124.15843390000002,1.5264473357788706
2004-02-25,124.27804479999999,1.5252727529614656
2004-02-26,124.1323257,1.5243603394981051
2004-02-27,124.6089465,1.5275151359200552
2004-01-03,125.094049,1.5259056673150384
2004-02-03,124.5504977,1.5255948423666073
2004-03-03,124.29892779999999,1.521621438489592
2004-04-03,124.67930859999998,1.5247343029970324
2004-05-03,126.05656609999998,1.5238653109865419
2004-08-03,126.2228094,1.5093873749201032
2004-09-03,126.439333,1.5126297079116366
2004-10-03,126.0078311,1.5194515743771981
2004-11-03,125.2539413,1.5229012683615826
2004-12-03,125.1683707,1.5149962444418046
2004-03-15,124.9136996,1.5165886375674884
2004-03-16,125.66412890000001,1.5213417241379652
2004-03-17,125.98168390000002,1.5142557141825104
2004-03-18,125.68175169999999,1.5102801781048019
2004-03-19,125.35333689999999,1.5116003579488004
2004-03-22,125.21035490000001,1.5120085278858242
2004-03-23,125.34666509999998,1.5162373576893182
2004-03-24,125.27525039999999,1.5152986252704932
2004-03-25,125.4913383,1.5106682248387944
2004-03-26,124.9646537,1.5170734494768996
2004-03-29,125.2077479,1.513665990122742
2004-03-30,125.2226936,1.5178828573497338
2004-03-31,125.7197305,1.5153351387566198
2004-01-04,125.93941909999998,1.5046589599318976
2004-02-04,124.5557418,1.5053929518451592
2004-05-04,124.1623742,1.5070384151051106
2004-06-04,124.4841382,1.5032931671998384
2004-07-04,124.57059459999999,1.5041198762969852
2004-08-04,124.5028344,1.4971412002375681
2004-12-04,124.092193,1.4947850540764924
2004-04-13,123.1477841,1.496440473726773
2004-04-14,122.7057716,1.490924945468379
2004-04-15,122.40665919999999,1.4905982356291705
2004-04-16,123.1323995,1.488825819110128
2004-04-19,122.89542890000001,1.484500638683744
2004-04-20,122.0357586,1.4846543867700475
2004-04-21,122.06506200000001,1.4805983103605356
2004-04-22,122.85406509999999,1.4767587680158876
2004-04-23,122.54157579999999,1.472433836863964
2004-04-26,122.55833190000001,1.4717233751139853
2004-04-27,123.00418940000002,1.468421340365826
2004-04-28,121.8746304,1.468128545624162
2004-04-29,121.41713870000001,1.4537382191058288
2004-04-30,121.26539309999998,1.4682801673767567
2004-03-05,121.48886740000002,1.469527042777928
2004-04-05,121.48764479999998,1.4731391139475012
2004-05-05,121.6020612,1.47350859877424
2004-06-05,120.8565351,1.4919981749756466
2004-07-05,119.11799440000001,1.4889475910669399
2004-10-05,117.9025821,1.4638334508136144
2004-11-05,118.2330477,1.4577002007704027
2004-12-05,118.4516294,1.4531710414020909
2004-05-13,117.8680048,1.4554544269732708
2004-05-14,118.2841021,1.459648140765364
2004-05-17,118.49140530000001,1.4579748073752883
2004-05-18,118.738041,1.4677964522809577
2004-05-19,118.91344640000001,1.468177748633331
2004-05-20,119.09291909999999,1.48046377811942
2004-05-21,119.26945490000001,1.4902326800528813
2004-05-24,119.6190355,1.4932311733057793
2004-05-25,119.9731352,1.4952654094059532
2004-05-26,120.6184497,1.496823440859446
2004-05-27,121.37910729999999,1.4927800743879762
2004-05-28,121.1604638,1.4861255672734064
2004-01-06,120.7527242,1.4927176226060745
2004-02-06,120.70386940000002,1.4922814338419723
2004-03-06,120.67468000000001,1.4925284590287116
2004-04-06,120.53236570000001,1.4947376586915073
2004-07-06,121.2444179,1.5000415373549754
2004-08-06,121.27125,1.4981613922386205
2004-09-06,120.6264875,1.4983943056726055
